|dates|Jasper_Texas_UnitedStates.BLS_EmployedPopulation.data|Jasper_Texas_UnitedStates.BLS_EmployedPopulation.missing|Jasper_Texas_UnitedStates.BLS_UnemployedPopulation.data|Jasper_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Jasper_Texas_UnitedStates.BLS_UnemploymentRate.data|Jasper_Texas_UnitedStates.BLS_UnemploymentRate.missing|Jasper_Texas_UnitedStates.BLS_LaborForcePopulation.data|Jasper_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-02|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-03|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-04|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-05|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-06|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-07|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-08|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-09|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-10|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-11|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-12|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-13|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-14|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-15|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-16|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-17|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-18|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-19|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-20|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-21|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-22|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-23|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-24|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-25|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-26|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-27|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-28|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-29|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-30|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-01-31|11891.0|0|925.0|0|7.217540574282148|0|12816.0|0
0|2020-02-01|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-02|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-03|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-04|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-05|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-06|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-07|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-08|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-09|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-10|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-11|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-12|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-13|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-14|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
0|2020-02-15|11956.5|0|848.5|0|6.626317844591957|0|12805.0|0
