|dates|Fulton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_Pennsylvania_UnitedStates.Male_Total_Population.data|Fulton_Pennsylvania_UnitedStates.Male_Total_Population.missing|Fulton_Pennsylvania_UnitedStates.Female_Total_Population.data|Fulton_Pennsylvania_UnitedStates.Female_Total_Population.missing|Fulton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3130.0|0|7355.0|0|7168.0|0|2914.0|0
