|dates|Storey_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Storey_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Storey_Nevada_UnitedStates.Male_Total_Population.data|Storey_Nevada_UnitedStates.Male_Total_Population.missing|Storey_Nevada_UnitedStates.Female_Total_Population.data|Storey_Nevada_UnitedStates.Female_Total_Population.missing|Storey_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Storey_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1268.0|0|2061.0|0|1968.0|0|486.0|0
