|dates|NewHanover_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewHanover_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewHanover_NorthCarolina_UnitedStates.Male_Total_Population.data|NewHanover_NorthCarolina_UnitedStates.Male_Total_Population.missing|NewHanover_NorthCarolina_UnitedStates.Female_Total_Population.data|NewHanover_NorthCarolina_UnitedStates.Female_Total_Population.missing|NewHanover_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|NewHanover_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|41211.0|0|110744.0|0|121530.0|0|42800.0|0
