|dates|Martin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Martin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Martin_NorthCarolina_UnitedStates.Male_Total_Population.data|Martin_NorthCarolina_UnitedStates.Male_Total_Population.missing|Martin_NorthCarolina_UnitedStates.Female_Total_Population.data|Martin_NorthCarolina_UnitedStates.Female_Total_Population.missing|Martin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Martin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5246.0|0|10657.0|0|12014.0|0|4587.0|0
