|dates|Franklin_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Washington_UnitedStates.Male_Total_Population.data|Franklin_Washington_UnitedStates.Male_Total_Population.missing|Franklin_Washington_UnitedStates.Female_Total_Population.data|Franklin_Washington_UnitedStates.Female_Total_Population.missing|Franklin_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8694.0|0|48752.0|0|45595.0|0|30524.0|0
