|dates|Unassigned_Colorado_UnitedStates.AveragePrecipitationTotal.data|Unassigned_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Unassigned_Colorado_UnitedStates.AveragePrecipitation.data|Unassigned_Colorado_UnitedStates.AveragePrecipitation.missing|Unassigned_Colorado_UnitedStates.AverageWindDirection.data|Unassigned_Colorado_UnitedStates.AverageWindDirection.missing|Unassigned_Colorado_UnitedStates.AverageWindSpeed.data|Unassigned_Colorado_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
