|dates|Glasscock_Texas_UnitedStates.JHU_ConfirmedCases.data|Glasscock_Texas_UnitedStates.JHU_ConfirmedCases.missing|Glasscock_Texas_UnitedStates.NYT_ConfirmedCases.data|Glasscock_Texas_UnitedStates.NYT_ConfirmedCases.missing|Glasscock_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Glasscock_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Glasscock_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Glasscock_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|136.0|0|0.0|100|3.0|0|0.0|100
