|dates|Leflore_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Leflore_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Leflore_Mississippi_UnitedStates.Male_Total_Population.data|Leflore_Mississippi_UnitedStates.Male_Total_Population.missing|Leflore_Mississippi_UnitedStates.Female_Total_Population.data|Leflore_Mississippi_UnitedStates.Female_Total_Population.missing|Leflore_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Leflore_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4171.0|0|13483.0|0|15436.0|0|7969.0|0
