|dates|Lee_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_NorthCarolina_UnitedStates.Male_Total_Population.data|Lee_NorthCarolina_UnitedStates.Male_Total_Population.missing|Lee_NorthCarolina_UnitedStates.Female_Total_Population.data|Lee_NorthCarolina_UnitedStates.Female_Total_Population.missing|Lee_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10118.0|0|30064.0|0|31388.0|0|14733.0|0
