|dates|Pike_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pike_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pike_Arkansas_UnitedStates.Male_Total_Population.data|Pike_Arkansas_UnitedStates.Male_Total_Population.missing|Pike_Arkansas_UnitedStates.Female_Total_Population.data|Pike_Arkansas_UnitedStates.Female_Total_Population.missing|Pike_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Pike_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2176.0|0|5336.0|0|5337.0|0|2281.0|0
