|dates|Johnston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Johnston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Johnston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Johnston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Johnston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Johnston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Johnston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Johnston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-02|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-03|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-04|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-05|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-06|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-07|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-08|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-09|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-10|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-11|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-12|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-13|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-14|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-15|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-16|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-17|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-18|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-19|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-20|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-21|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-22|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-23|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-24|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-25|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-26|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-27|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-28|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-29|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-30|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-01-31|97516.5|0|3575.5|0|3.536877299885253|0|101092.0|0
0|2020-02-01|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-02|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-03|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-04|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-05|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-06|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-07|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-08|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-09|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-10|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-11|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-12|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-13|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-14|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-15|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-16|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-17|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-18|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-19|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-20|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-21|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-22|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-23|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-24|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-25|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-26|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-27|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-28|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-02-29|98641.5|0|3322.0|0|3.258028608276491|0|101963.5|0
0|2020-03-01|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-02|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-03|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-04|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-05|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-06|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-07|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-08|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-09|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-10|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-11|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-12|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-13|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-14|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-15|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-16|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-17|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-18|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-19|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-20|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-21|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-22|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-23|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-24|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-25|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-26|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-27|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-28|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-29|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-30|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-03-31|94461.5|0|3743.0|0|3.8114343029087263|0|98204.5|0
0|2020-04-01|80459.0|0|9930.0|0|10.985850048125325|0|90389.0|0
