|dates|Matagorda_Texas_UnitedStates.BLS_EmployedPopulation.data|Matagorda_Texas_UnitedStates.BLS_EmployedPopulation.missing|Matagorda_Texas_UnitedStates.BLS_UnemployedPopulation.data|Matagorda_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Matagorda_Texas_UnitedStates.BLS_UnemploymentRate.data|Matagorda_Texas_UnitedStates.BLS_UnemploymentRate.missing|Matagorda_Texas_UnitedStates.BLS_LaborForcePopulation.data|Matagorda_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-25|15576.5|0|1117.5|0|6.694021804241045|0|16694.0|0
0|2020-01-26|15576.5|0|1117.5|0|6.694021804241045|0|16694.0|0
0|2020-01-27|15576.5|0|1117.5|0|6.694021804241045|0|16694.0|0
0|2020-01-28|15576.5|0|1117.5|0|6.694021804241045|0|16694.0|0
0|2020-01-29|15576.5|0|1117.5|0|6.694021804241045|0|16694.0|0
0|2020-01-30|15576.5|0|1117.5|0|6.694021804241045|0|16694.0|0
0|2020-01-31|15576.5|0|1117.5|0|6.694021804241045|0|16694.0|0
0|2020-02-01|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-02|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-03|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-04|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-05|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-06|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-07|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-08|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-09|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-10|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-11|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-12|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-13|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-14|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-15|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-16|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-17|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-18|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-19|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-20|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-21|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-22|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-23|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-24|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-25|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-26|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-27|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-28|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-02-29|15824.0|0|963.0|0|5.736581878834813|0|16787.0|0
0|2020-03-01|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-02|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-03|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-04|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-05|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-06|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-07|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-08|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-09|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-10|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-11|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-12|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-13|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-14|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-15|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-16|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-17|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-18|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-19|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-20|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-21|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-22|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-23|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-24|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-25|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-26|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-27|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-28|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-29|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-30|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-03-31|15685.0|0|1311.0|0|7.713579665803718|0|16996.0|0
0|2020-04-01|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-02|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-03|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-04|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-05|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-06|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-07|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-08|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-09|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-10|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-11|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-12|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-13|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-14|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-15|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-16|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-17|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-18|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-19|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-20|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-21|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-22|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-23|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-24|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-25|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-26|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-27|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-28|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-29|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-04-30|13482.5|0|2254.0|0|14.323388301083469|0|15736.5|0
0|2020-05-01|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-02|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-03|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-04|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-05|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-06|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-07|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-08|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-09|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-10|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-11|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-12|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-13|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-14|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-15|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-16|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-17|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-18|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-19|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-20|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-21|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-22|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-23|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-24|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-25|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-26|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-27|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-28|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-29|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-30|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-05-31|13854.0|0|2312.0|0|14.301620685389087|0|16166.0|0
0|2020-06-01|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-02|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-03|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-04|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-05|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-06|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-07|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-08|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-09|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-10|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-11|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-12|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-13|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-14|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-15|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-16|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-17|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-18|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-19|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-20|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-21|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-22|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-23|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-24|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-25|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-26|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-27|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-28|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-29|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-06-30|14491.0|0|2255.0|0|13.465902305028067|0|16746.0|0
0|2020-07-01|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-02|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-03|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-04|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-05|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-06|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-07|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-08|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-09|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-10|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-11|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-12|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-13|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-14|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-15|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-16|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-17|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-18|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-19|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-20|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-21|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-22|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-23|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-24|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-25|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-26|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-27|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-28|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-29|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-30|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-07-31|14437.0|0|2206.0|0|13.254821847022772|0|16643.0|0
0|2020-08-01|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-02|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-03|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-04|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-05|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-06|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-07|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-08|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-09|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-10|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-11|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-12|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-13|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-14|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-15|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-16|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-17|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-18|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-19|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-20|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-21|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-22|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-23|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-24|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-25|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-26|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-27|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-28|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-29|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-30|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-08-31|14913.0|0|1623.0|0|9.814949201741655|0|16536.0|0
0|2020-09-01|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-02|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-03|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-04|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-05|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-06|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-07|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-08|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-09|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-10|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-11|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-12|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-13|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-14|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-15|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-16|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-17|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-18|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-19|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-20|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-21|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-22|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-23|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-24|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-25|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-26|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-27|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-28|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-29|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-09-30|14580.0|0|1873.0|0|11.383942138211877|0|16453.0|0
0|2020-10-01|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-02|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-03|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-04|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-05|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-06|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-07|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-08|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-09|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-10|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-11|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-12|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-13|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-14|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-15|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-16|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-17|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-18|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-19|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-20|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-21|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-22|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-23|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-24|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-25|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-26|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-27|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-28|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-29|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-30|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-10-31|15145.0|0|1630.0|0|9.716840536512668|0|16775.0|0
0|2020-11-01|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-02|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-03|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-04|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-05|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-06|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-07|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-08|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-09|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-10|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-11|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-12|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-13|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-14|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-15|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-16|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-17|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-18|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-19|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-20|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-21|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-22|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-23|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-24|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-25|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-26|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-27|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-28|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-29|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-11-30|14540.0|0|1664.0|0|10.269069365588743|0|16204.0|0
0|2020-12-01|14629.0|0|1646.0|0|10.113671274961597|0|16275.0|0
0|2020-12-02|14629.0|0|1646.0|0|10.113671274961597|0|16275.0|0
