|dates|Richland_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richland_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richland_Ohio_UnitedStates.Male_Total_Population.data|Richland_Ohio_UnitedStates.Male_Total_Population.missing|Richland_Ohio_UnitedStates.Female_Total_Population.data|Richland_Ohio_UnitedStates.Female_Total_Population.missing|Richland_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Richland_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23565.0|0|61512.0|0|59587.0|0|26163.0|0
