|dates|Barber_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barber_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barber_Kansas_UnitedStates.Male_Total_Population.data|Barber_Kansas_UnitedStates.Male_Total_Population.missing|Barber_Kansas_UnitedStates.Female_Total_Population.data|Barber_Kansas_UnitedStates.Female_Total_Population.missing|Barber_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Barber_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1027.0|0|2301.0|0|2171.0|0|1024.0|0
