|dates|Northumberland_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Northumberland_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Northumberland_Pennsylvania_UnitedStates.Male_Total_Population.data|Northumberland_Pennsylvania_UnitedStates.Male_Total_Population.missing|Northumberland_Pennsylvania_UnitedStates.Female_Total_Population.data|Northumberland_Pennsylvania_UnitedStates.Female_Total_Population.missing|Northumberland_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Northumberland_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19458.0|0|45782.0|0|45301.0|0|17800.0|0
