|dates|Cochise_Arizona_UnitedStates.BLS_EmployedPopulation.data|Cochise_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Cochise_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Cochise_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Cochise_Arizona_UnitedStates.BLS_UnemploymentRate.data|Cochise_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Cochise_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Cochise_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-02|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-03|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-04|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-05|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-06|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-07|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-08|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-09|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-10|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-11|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-12|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-13|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-14|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-15|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-16|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-17|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-18|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-19|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-20|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-21|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-22|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-23|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-24|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-25|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-26|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-27|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-28|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-29|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-30|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-01-31|48748.5|0|3025.0|0|5.842757395192521|0|51773.5|0
0|2020-02-01|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-02|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-03|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-04|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-05|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-06|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-07|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-08|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-09|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-10|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-11|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-12|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-13|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-14|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-15|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-16|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-17|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-18|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
0|2020-02-19|49139.0|0|2828.0|0|5.441915061481325|0|51967.0|0
