|dates|Union_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Indiana_UnitedStates.Male_Total_Population.data|Union_Indiana_UnitedStates.Male_Total_Population.missing|Union_Indiana_UnitedStates.Female_Total_Population.data|Union_Indiana_UnitedStates.Female_Total_Population.missing|Union_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1363.0|0|3491.0|0|3546.0|0|1424.0|0
