|dates|St.Bernard_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Bernard_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Bernard_Louisiana_UnitedStates.Male_Total_Population.data|St.Bernard_Louisiana_UnitedStates.Male_Total_Population.missing|St.Bernard_Louisiana_UnitedStates.Female_Total_Population.data|St.Bernard_Louisiana_UnitedStates.Female_Total_Population.missing|St.Bernard_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Bernard_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5340.0|0|22896.0|0|23825.0|0|12440.0|0
