|dates|Morrow_Oregon_UnitedStates.JHU_ConfirmedCases.data|Morrow_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Morrow_Oregon_UnitedStates.NYT_ConfirmedCases.data|Morrow_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Morrow_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Morrow_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Morrow_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Morrow_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1552.0|0|0.0|100|20.0|0|0.0|100
