|dates|Parke_Indiana_UnitedStates.AveragePrecipitationTotal.data|Parke_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Parke_Indiana_UnitedStates.AveragePrecipitation.data|Parke_Indiana_UnitedStates.AveragePrecipitation.missing|Parke_Indiana_UnitedStates.AverageWindDirection.data|Parke_Indiana_UnitedStates.AverageWindDirection.missing|Parke_Indiana_UnitedStates.AverageWindSpeed.data|Parke_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0025|8|0.0|8|284.3958333333333|0|10.161458333333334|0
