|dates|Yuba_California_UnitedStates.BLS_EmployedPopulation.data|Yuba_California_UnitedStates.BLS_EmployedPopulation.missing|Yuba_California_UnitedStates.BLS_UnemployedPopulation.data|Yuba_California_UnitedStates.BLS_UnemployedPopulation.missing|Yuba_California_UnitedStates.BLS_UnemploymentRate.data|Yuba_California_UnitedStates.BLS_UnemploymentRate.missing|Yuba_California_UnitedStates.BLS_LaborForcePopulation.data|Yuba_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-02|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-03|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-04|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-05|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-06|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-07|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-08|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-09|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-10|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-11|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-12|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-13|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-14|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-15|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-16|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-17|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-18|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-19|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-20|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-21|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-22|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-23|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-24|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-25|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-26|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-27|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-28|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-29|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-30|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-01-31|28384.0|0|2195.0|0|7.178128781189705|0|30579.0|0
0|2020-02-01|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-02|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-03|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-04|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-05|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-06|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-07|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-08|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-09|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-10|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-11|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-12|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-13|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-14|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-15|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-16|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-17|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-18|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-19|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-20|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-21|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-22|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-23|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-24|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-25|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-26|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-27|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-28|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-02-29|28503.0|0|2132.0|0|6.9593602089113755|0|30635.0|0
0|2020-03-01|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-02|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-03|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-04|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-05|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-06|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-07|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-08|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-09|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-10|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-11|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-12|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-13|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-14|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-15|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-16|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-17|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-18|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-19|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-20|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-21|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-22|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-23|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-24|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-25|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-26|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-27|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-28|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-29|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-30|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-03-31|28365.5|0|2549.5|0|8.246805757722788|0|30915.0|0
0|2020-04-01|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-02|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-03|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-04|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-05|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-06|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-07|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-08|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-09|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-10|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-11|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-12|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-13|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-14|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-15|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-16|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-17|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-18|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-19|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-20|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-21|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-22|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-23|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-24|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-25|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-26|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-27|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-28|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-29|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-04-30|25355.0|0|4865.0|0|16.09861019192588|0|30220.0|0
0|2020-05-01|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-02|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-03|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-04|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-05|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-06|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-07|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-08|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-09|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-10|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-11|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-12|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-13|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-14|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-15|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-16|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-17|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
0|2020-05-18|25569.0|0|4356.0|0|14.556390977443609|0|29925.0|0
