|dates|Codington_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Codington_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Codington_SouthDakota_UnitedStates.Male_Total_Population.data|Codington_SouthDakota_UnitedStates.Male_Total_Population.missing|Codington_SouthDakota_UnitedStates.Female_Total_Population.data|Codington_SouthDakota_UnitedStates.Female_Total_Population.missing|Codington_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Codington_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4949.0|0|14081.0|0|13934.0|0|6724.0|0
