|dates|McMullen_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McMullen_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McMullen_Texas_UnitedStates.Male_Total_Population.data|McMullen_Texas_UnitedStates.Male_Total_Population.missing|McMullen_Texas_UnitedStates.Female_Total_Population.data|McMullen_Texas_UnitedStates.Female_Total_Population.missing|McMullen_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|McMullen_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|180.0|0|411.0|0|338.0|0|140.0|0
