|dates|Treasure_Montana_UnitedStates.JHU_ConfirmedCases.data|Treasure_Montana_UnitedStates.JHU_ConfirmedCases.missing|Treasure_Montana_UnitedStates.NYT_ConfirmedCases.data|Treasure_Montana_UnitedStates.NYT_ConfirmedCases.missing|Treasure_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Treasure_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Treasure_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Treasure_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|57.0|0|0.0|100|1.0|0|0.0|100
