|dates|Merrick_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Merrick_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Merrick_Nebraska_UnitedStates.Male_Total_Population.data|Merrick_Nebraska_UnitedStates.Male_Total_Population.missing|Merrick_Nebraska_UnitedStates.Female_Total_Population.data|Merrick_Nebraska_UnitedStates.Female_Total_Population.missing|Merrick_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Merrick_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1590.0|0|3875.0|0|3858.0|0|1744.0|0
