|dates|Morrow_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morrow_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morrow_Ohio_UnitedStates.Male_Total_Population.data|Morrow_Ohio_UnitedStates.Male_Total_Population.missing|Morrow_Ohio_UnitedStates.Female_Total_Population.data|Morrow_Ohio_UnitedStates.Female_Total_Population.missing|Morrow_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Morrow_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6055.0|0|17495.0|0|17617.0|0|8013.0|0
