|dates|OutofDE_Delaware_UnitedStates.AveragePrecipitationTotal.data|OutofDE_Delaware_UnitedStates.AveragePrecipitationTotal.missing|OutofDE_Delaware_UnitedStates.AveragePrecipitation.data|OutofDE_Delaware_UnitedStates.AveragePrecipitation.missing|OutofDE_Delaware_UnitedStates.AverageWindDirection.data|OutofDE_Delaware_UnitedStates.AverageWindDirection.missing|OutofDE_Delaware_UnitedStates.AverageWindSpeed.data|OutofDE_Delaware_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
