|dates|Crane_Texas_UnitedStates.AveragePrecipitationTotal.data|Crane_Texas_UnitedStates.AveragePrecipitationTotal.missing|Crane_Texas_UnitedStates.AveragePrecipitation.data|Crane_Texas_UnitedStates.AveragePrecipitation.missing|Crane_Texas_UnitedStates.AverageWindDirection.data|Crane_Texas_UnitedStates.AverageWindDirection.missing|Crane_Texas_UnitedStates.AverageWindSpeed.data|Crane_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|112.5|0|8.916666666666666|0
