|dates|Nelson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nelson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nelson_Kentucky_UnitedStates.Male_Total_Population.data|Nelson_Kentucky_UnitedStates.Male_Total_Population.missing|Nelson_Kentucky_UnitedStates.Female_Total_Population.data|Nelson_Kentucky_UnitedStates.Female_Total_Population.missing|Nelson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Nelson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7175.0|0|22625.0|0|23226.0|0|10814.0|0
