|dates|Ravalli_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ravalli_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ravalli_Montana_UnitedStates.Male_Total_Population.data|Ravalli_Montana_UnitedStates.Male_Total_Population.missing|Ravalli_Montana_UnitedStates.Female_Total_Population.data|Ravalli_Montana_UnitedStates.Female_Total_Population.missing|Ravalli_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Ravalli_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11138.0|0|21410.0|0|21762.0|0|8246.0|0
