|dates|RioArriba_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RioArriba_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RioArriba_NewMexico_UnitedStates.Male_Total_Population.data|RioArriba_NewMexico_UnitedStates.Male_Total_Population.missing|RioArriba_NewMexico_UnitedStates.Female_Total_Population.data|RioArriba_NewMexico_UnitedStates.Female_Total_Population.missing|RioArriba_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|RioArriba_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7558.0|0|19075.0|0|19931.0|0|9121.0|0
