|dates|Catron_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Catron_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Catron_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Catron_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Catron_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|124.0|0|0.0|100|6.0|0|0.0|100
