|dates|Polk_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Georgia_UnitedStates.Male_Total_Population.data|Polk_Georgia_UnitedStates.Male_Total_Population.missing|Polk_Georgia_UnitedStates.Female_Total_Population.data|Polk_Georgia_UnitedStates.Female_Total_Population.missing|Polk_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6575.0|0|20992.0|0|21478.0|0|10778.0|0
