|dates|Douglas_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Oregon_UnitedStates.Male_Total_Population.data|Douglas_Oregon_UnitedStates.Male_Total_Population.missing|Douglas_Oregon_UnitedStates.Female_Total_Population.data|Douglas_Oregon_UnitedStates.Female_Total_Population.missing|Douglas_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28374.0|0|54364.0|0|55919.0|0|21335.0|0
