|dates|Washington_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Tennessee_UnitedStates.Male_Total_Population.data|Washington_Tennessee_UnitedStates.Male_Total_Population.missing|Washington_Tennessee_UnitedStates.Female_Total_Population.data|Washington_Tennessee_UnitedStates.Female_Total_Population.missing|Washington_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23564.0|0|62829.0|0|65778.0|0|24487.0|0
