|dates|Mitchell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mitchell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mitchell_Texas_UnitedStates.Male_Total_Population.data|Mitchell_Texas_UnitedStates.Male_Total_Population.missing|Mitchell_Texas_UnitedStates.Female_Total_Population.data|Mitchell_Texas_UnitedStates.Female_Total_Population.missing|Mitchell_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Mitchell_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1240.0|0|4751.0|0|3394.0|0|1751.0|0
