|dates|Wilkin_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wilkin_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wilkin_Minnesota_UnitedStates.Male_Total_Population.data|Wilkin_Minnesota_UnitedStates.Male_Total_Population.missing|Wilkin_Minnesota_UnitedStates.Female_Total_Population.data|Wilkin_Minnesota_UnitedStates.Female_Total_Population.missing|Wilkin_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Wilkin_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1200.0|0|3228.0|0|3026.0|0|1402.0|0
