|dates|Woodson_Kansas_UnitedStates.BLS_EmployedPopulation.data|Woodson_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Woodson_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Woodson_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Woodson_Kansas_UnitedStates.BLS_UnemploymentRate.data|Woodson_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Woodson_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Woodson_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1495.0|0|56.0|0|3.610573823339781|0|1551.0|0
