|dates|Madison_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Nebraska_UnitedStates.Male_Total_Population.data|Madison_Nebraska_UnitedStates.Male_Total_Population.missing|Madison_Nebraska_UnitedStates.Female_Total_Population.data|Madison_Nebraska_UnitedStates.Female_Total_Population.missing|Madison_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5643.0|0|17509.0|0|17883.0|0|8969.0|0
