|dates|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2504.0|0|0.0|100|31.0|0|0.0|100
