|dates|Benton_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Washington_UnitedStates.Male_Total_Population.data|Benton_Washington_UnitedStates.Male_Total_Population.missing|Benton_Washington_UnitedStates.Female_Total_Population.data|Benton_Washington_UnitedStates.Female_Total_Population.missing|Benton_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30097.0|0|101150.0|0|100727.0|0|54000.0|0
