|dates|ElDorado_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ElDorado_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ElDorado_California_UnitedStates.Male_Total_Population.data|ElDorado_California_UnitedStates.Male_Total_Population.missing|ElDorado_California_UnitedStates.Female_Total_Population.data|ElDorado_California_UnitedStates.Female_Total_Population.missing|ElDorado_California_UnitedStates.MaleAndFemale_Under18_Population.data|ElDorado_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|40389.0|0|95091.0|0|95587.0|0|37821.0|0
