|dates|NewHaven_Connecticut_UnitedStates.AveragePrecipitationTotal.data|NewHaven_Connecticut_UnitedStates.AveragePrecipitationTotal.missing|NewHaven_Connecticut_UnitedStates.AveragePrecipitation.data|NewHaven_Connecticut_UnitedStates.AveragePrecipitation.missing|NewHaven_Connecticut_UnitedStates.AverageWindDirection.data|NewHaven_Connecticut_UnitedStates.AverageWindDirection.missing|NewHaven_Connecticut_UnitedStates.AverageWindSpeed.data|NewHaven_Connecticut_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0004166666666666667|0|0.0|0|232.08333333333334|0|7.416666666666667|0
0|2020-01-02|0.0|0|0.0|0|126.04166666666667|0|4.520833333333333|0
0|2020-01-03|0.0|0|0.000625|0|131.25|0|3.875|0
0|2020-01-04|0.0022222222222222222|0|0.006423611111111112|0|138.33333333333334|0|2.8645833333333335|0
0|2020-01-05|0.0|0|0.0020833333333333333|0|231.45833333333334|0|12.25|0
0|2020-01-06|0.0|0|0.0|0|95.83333333333333|0|3.1041666666666665|0
0|2020-01-07|0.0|0|0.001388888888888889|0|85.83333333333333|0|2.3125|0
0|2020-01-08|0.0016666666666666668|0|0.0|0|187.47916666666666|0|6.983333333333333|0
0|2020-01-09|0.0|0|0.0|0|156.66666666666666|0|6.791666666666667|0
0|2020-01-10|0.0|0|0.0|0|150.625|0|5.034722222222222|0
0|2020-01-11|0.0|0|0.0|0|172.91666666666666|0|10.458333333333334|0
0|2020-01-12|0.007916666666666667|0|0.005381944444444445|0|236.35416666666666|0|12.246527777777777|0
0|2020-01-13|0.00125|0|0.0|0|123.47222222222223|0|2.5|0
0|2020-01-14|0.0|0|0.0004166666666666667|0|78.125|0|2.3333333333333335|0
0|2020-01-15|0.0004166666666666667|0|0.0|0|118.33333333333333|0|2.9340277777777772|0
0|2020-01-16|0.0027083333333333334|0|0.003864087301587301|0|230.43154761904762|0|11.958333333333334|0
0|2020-01-17|0.0004166666666666667|0|0.0|0|266.6666666666667|0|12.958333333333334|0
0|2020-01-18|0.0|0|0.011923611111111112|0|169.00694444444443|0|5.182638888888889|0
0|2020-01-19|0.0025694444444444445|0|0.0|0|194.49404761904762|0|7.4434523809523805|0
0|2020-01-20|0.0|0|0.0|0|271.6666666666667|0|9.291666666666666|0
0|2020-01-21|0.0|0|0.0|0|209.16666666666666|0|5.875|0
0|2020-01-22|0.0|0|0.0|0|118.33333333333333|0|3.875|0
0|2020-01-23|0.0|0|0.0|0|45.0|0|1.9583333333333333|0
0|2020-01-24|0.0|0|0.0|0|113.33333333333333|0|3.8680555555555554|0
0|2020-01-25|0.0|0|0.03141666666666666|0|70.27430555555556|0|5.824305555555555|0
0|2020-01-26|0.018472222222222223|0|0.0|0|143.16666666666666|0|4.90625|0
0|2020-01-27|0.0|0|0.0|0|204.58333333333334|0|6.083333333333333|0
0|2020-01-28|0.0|0|0.0|0|201.66666666666666|0|7.708333333333333|0
0|2020-01-29|0.0|0|0.0|0|262.5|0|7.833333333333333|0
0|2020-01-30|0.0|0|0.0|0|99.58333333333333|0|4.083333333333333|0
0|2020-01-31|0.0|0|0.0004166666666666667|0|51.666666666666664|0|1.625|0
0|2020-02-01|0.0008333333333333334|0|0.0|0|26.11111111111111|0|0.3520833333333333|0
0|2020-02-02|0.0|0|0.0|0|109.16666666666667|0|3.4583333333333335|0
0|2020-02-03|0.0|0|0.0|0|117.08333333333333|0|3.125|0
0|2020-02-04|0.0|0|0.0|0|121.66666666666667|0|1.625|0
0|2020-02-05|0.00125|0|0.00125|0|226.875|0|5.208333333333333|0
0|2020-02-06|0.002916666666666667|0|0.012430555555555556|0|160.41666666666666|0|5.590277777777778|0
0|2020-02-07|0.0062499999999999995|0|0.014756944444444446|0|172.88194444444443|0|8.934027777777779|0
0|2020-02-08|0.016666666666666666|0|0.0|0|168.75|0|8.291666666666666|0
0|2020-02-09|0.0|0|0.0|0|79.16666666666667|0|3.1736111111111107|0
0|2020-02-10|0.005833333333333334|0|0.01027777777777778|0|115.84722222222223|0|5.108333333333333|0
0|2020-02-11|0.0020833333333333333|0|0.006083333333333334|0|117.71527777777777|0|2.7215277777777778|0
0|2020-02-12|0.008333333333333333|0|0.0004166666666666667|0|195.41666666666666|0|6.375|0
0|2020-02-13|0.015208333333333332|0|0.024722222222222225|0|137.32638888888889|0|2.451388888888889|0
0|2020-02-14|0.005416666666666667|0|0.0|0|237.22222222222226|0|10.36111111111111|0
0|2020-02-15|0.0|0|0.0|0|129.58333333333334|0|6.708333333333333|0
0|2020-02-16|0.0|0|0.0|0|95.41666666666667|0|3.9583333333333335|0
0|2020-02-17|0.0|0|0.0|0|96.80555555555554|0|2.8472222222222228|0
0|2020-02-18|0.0|0|0.004208333333333333|0|78.23611111111111|0|2.709722222222222|0
0|2020-02-19|0.005833333333333334|0|0.0|0|225.20833333333334|0|7.791666666666667|0
0|2020-02-20|0.0|0|0.0|0|152.08333333333334|0|5.791666666666667|0
0|2020-02-21|0.0|0|0.0|0|174.16666666666666|0|6.291666666666667|0
0|2020-02-22|0.0|0|0.0|0|132.08333333333334|0|3.875|0
0|2020-02-23|0.0|0|0.0|0|88.75|0|3.1666666666666665|0
0|2020-02-24|0.0|0|0.0|0|77.5|0|4.875|0
0|2020-02-25|0.0|0|0.004027777777777777|0|55.625|0|2.0625|0
0|2020-02-26|0.002361111111111111|0|0.0014583333333333334|0|55.27777777777778|0|4.402777777777778|0
0|2020-02-27|0.012708333333333334|0|0.04131944444444444|0|211.53472222222226|0|12.1875|0
0|2020-02-28|0.0|0|0.0|0|209.16666666666666|0|8.458333333333334|0
0|2020-02-29|0.0|0|0.0|0|216.25|0|9.03125|0
0|2020-03-01|0.0|0|0.0|0|140.83333333333334|0|6.583333333333333|0
0|2020-03-02|0.0|0|0.0|0|131.66666666666666|0|8.166666666666666|0
0|2020-03-03|0.0004166666666666667|0|0.005583333333333333|0|127.09722222222221|0|6.512499999999999|0
0|2020-03-04|0.005416666666666667|0|0.0|0|279.5833333333333|0|11.291666666666666|0
0|2020-03-05|0.0|0|0.0|0|197.91666666666666|0|6.708333333333333|0
0|2020-03-06|0.0|0|0.0011111111111111111|0|48.47222222222223|0|5.277777777777778|0
0|2020-03-07|0.0016666666666666668|0|0.0|0|269.5833333333333|0|10.770833333333334|0
0|2020-03-08|0.0|0|0.0|0|130.0|0|4.479166666666667|0
0|2020-03-09|0.0|0|0.0|0|166.66666666666666|0|7.791666666666667|0
0|2020-03-10|0.0|0|0.0|0|143.54166666666666|0|6.958333333333333|0
0|2020-03-11|0.0|0|0.0|0|179.86111111111111|0|6.277777777777778|0
0|2020-03-12|0.0|0|0.0|0|92.43055555555556|0|3.4166666666666665|0
0|2020-03-13|0.01958333333333333|0|0.03118055555555556|0|174.375|0|7.364583333333333|0
0|2020-03-14|0.017916666666666668|0|0.0|0|259.1666666666667|0|8.708333333333334|0
0|2020-03-15|0.0|0|0.0|0|211.25|0|7.375|0
0|2020-03-16|0.0|0|0.0|0|105.0|0|6.583333333333333|0
0|2020-03-17|0.004583333333333333|0|0.003194444444444444|0|99.16666666666667|0|2.5104166666666665|0
0|2020-03-18|0.0004166666666666667|0|0.0|0|120.45833333333333|0|4.972916666666666|0
0|2020-03-19|0.006916666666666666|0|0.03250694444444444|0|154.0|0|6.393055555555556|0
