|dates|Whitfield_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Whitfield_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Whitfield_Georgia_UnitedStates.Male_Total_Population.data|Whitfield_Georgia_UnitedStates.Male_Total_Population.missing|Whitfield_Georgia_UnitedStates.Female_Total_Population.data|Whitfield_Georgia_UnitedStates.Female_Total_Population.missing|Whitfield_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Whitfield_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14620.0|0|51848.0|0|52214.0|0|26870.0|0
