|dates|Thurston_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Thurston_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Thurston_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Thurston_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Thurston_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Thurston_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Thurston_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Thurston_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-02|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-03|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-04|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-05|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-06|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-07|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-08|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-09|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-10|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-11|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-12|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-13|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-14|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-15|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-16|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-17|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-18|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-19|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-20|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-21|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-22|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-23|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-24|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-25|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-26|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-27|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-28|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-29|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-30|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-01-31|2943.0|0|126.5|0|4.121192376608568|0|3069.5|0
0|2020-02-01|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-02|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-03|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-04|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-05|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-06|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-07|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-08|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-09|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-10|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-11|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-12|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-13|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-14|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-15|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-16|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-17|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-18|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-19|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-20|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-21|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-22|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-23|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-24|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-25|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-26|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-27|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-28|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-02-29|2965.0|0|115.5|0|3.7493913325758808|0|3080.5|0
0|2020-03-01|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-02|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-03|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-04|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-05|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-06|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-07|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-08|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-09|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-10|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-11|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-12|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-13|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-14|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-15|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-16|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-17|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-18|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-19|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-20|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-21|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-22|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-23|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-24|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-25|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-26|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-27|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-28|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-29|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-30|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-03-31|2989.5|0|141.5|0|4.519322900031939|0|3131.0|0
0|2020-04-01|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-02|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-03|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-04|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-05|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-06|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-07|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-08|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-09|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-10|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-11|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-12|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-13|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-14|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-15|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-16|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-17|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-18|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-19|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
0|2020-04-20|2924.0|0|295.0|0|9.164336750543647|0|3219.0|0
