|dates|Cooper_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cooper_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cooper_Missouri_UnitedStates.Male_Total_Population.data|Cooper_Missouri_UnitedStates.Male_Total_Population.missing|Cooper_Missouri_UnitedStates.Female_Total_Population.data|Cooper_Missouri_UnitedStates.Female_Total_Population.missing|Cooper_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Cooper_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3155.0|0|9196.0|0|8407.0|0|3762.0|0
