|dates|Caldwell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caldwell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caldwell_Texas_UnitedStates.Male_Total_Population.data|Caldwell_Texas_UnitedStates.Male_Total_Population.missing|Caldwell_Texas_UnitedStates.Female_Total_Population.data|Caldwell_Texas_UnitedStates.Female_Total_Population.missing|Caldwell_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Caldwell_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6210.0|0|21822.0|0|21425.0|0|10303.0|0
