|dates|Pendleton_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pendleton_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pendleton_Kentucky_UnitedStates.Male_Total_Population.data|Pendleton_Kentucky_UnitedStates.Male_Total_Population.missing|Pendleton_Kentucky_UnitedStates.Female_Total_Population.data|Pendleton_Kentucky_UnitedStates.Female_Total_Population.missing|Pendleton_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Pendleton_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2337.0|0|7406.0|0|7123.0|0|3268.0|0
