|dates|York_SouthCarolina_UnitedStates.AveragePrecipitationTotal.data|York_SouthCarolina_UnitedStates.AveragePrecipitationTotal.missing|York_SouthCarolina_UnitedStates.AveragePrecipitation.data|York_SouthCarolina_UnitedStates.AveragePrecipitation.missing|York_SouthCarolina_UnitedStates.AverageWindDirection.data|York_SouthCarolina_UnitedStates.AverageWindDirection.missing|York_SouthCarolina_UnitedStates.AverageWindSpeed.data|York_SouthCarolina_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|235.41666666666666|0|5.958333333333333|0
0|2020-01-02|0.0|0|0.0073611111111111125|0|203.125|0|6.020833333333333|0
0|2020-01-03|0.012916666666666667|0|0.022003472222222226|0|89.21527777777777|0|2.2444444444444445|0
0|2020-01-04|0.0325|0|0.004152777777777778|0|258.73611111111114|0|10.719444444444443|0
0|2020-01-05|0.0|0|0.0|0|228.75|0|6.375|0
0|2020-01-06|0.0|0|0.0|0|99.16666666666667|0|2.5|0
0|2020-01-07|0.0|0|0.0031250000000000006|0|195.9375|0|5.9375|0
0|2020-01-08|0.0033333333333333335|0|0.0|0|232.08333333333334|0|6.75|0
0|2020-01-09|0.0|0|0.0|0|52.5|0|3.1666666666666665|0
0|2020-01-10|0.0|0|0.0|0|35.0|0|1.7083333333333333|0
0|2020-01-11|0.0008333333333333334|0|0.016319444444444445|0|139.72222222222223|0|9.243055555555555|0
0|2020-01-12|0.014583333333333332|0|0.0004166666666666667|0|192.3611111111111|0|7.597222222222222|0
0|2020-01-13|0.012499999999999999|0|0.04598379629629631|0|143.48379629629633|0|3.2349537037037037|0
0|2020-01-14|0.06083333333333333|0|0.01996527777777778|0|204.27579365079364|0|5.423115079365079|0
0|2020-01-15|0.008749999999999999|0|0.0|0|93.125|0|2.236111111111111|0
0|2020-01-16|0.0|0|0.0|0|294.375|0|8.097222222222221|0
0|2020-01-17|0.0|0|0.0|0|55.0|0|6.291666666666667|0
0|2020-01-18|0.0|0|0.0032083333333333334|0|130.20138888888889|0|3.2451388888888886|0
0|2020-01-19|0.004583333333333333|0|0.0004166666666666667|0|227.91666666666666|0|10.13888888888889|0
0|2020-01-20|0.0|0|0.0|0|66.25|0|6.541666666666667|0
0|2020-01-21|0.0|0|0.0|0|56.666666666666664|0|9.125|0
0|2020-01-22|0.0|0|0.0|0|31.25|0|6.416666666666667|0
0|2020-01-23|0.0|0|0.0|0|25.833333333333332|0|5.791666666666667|0
0|2020-01-24|0.0075|0|0.02805803571428572|0|99.55605158730158|0|5.291666666666667|0
0|2020-01-25|0.015|0|0.0|0|218.95833333333334|0|4.840277777777778|0
0|2020-01-26|0.0|0|0.0|0|117.91666666666667|0|2.8333333333333335|0
0|2020-01-27|0.0|0|0.0016666666666666668|0|161.875|0|3.7291666666666665|0
0|2020-01-28|0.0016666666666666668|0|0.0|0|80.0|0|1.7083333333333333|0
0|2020-01-29|0.0|0|0.0|0|21.25|0|1.9583333333333333|0
0|2020-01-30|0.0|0|0.0|0|26.25|0|3.1666666666666665|0
0|2020-01-31|0.0|0|0.015520833333333333|0|20.062500000000004|0|4.309027777777778|0
0|2020-02-01|0.006944444444444444|0|0.0|0|168.26388888888889|0|5.201388888888889|0
0|2020-02-02|0.0|0|0.0|0|250.83333333333334|0|9.958333333333334|0
0|2020-02-03|0.0|0|0.0|0|193.33333333333334|0|7.916666666666667|0
0|2020-02-04|0.0|0|0.0|0|219.58333333333334|0|9.208333333333334|0
0|2020-02-05|0.0|0|0.0034027777777777776|0|195.13888888888889|0|8.0|0
0|2020-02-06|0.019375|0|0.09450992063492063|0|184.30357142857142|0|9.404662698412698|0
0|2020-02-07|0.11125|0|0.00125|0|238.0|0|14.5|0
0|2020-02-08|0.0|0|0.0008333333333333334|0|132.85714285714286|0|2.642857142857143|0
0|2020-02-09|0.0008333333333333334|0|0.0|0|120.20833333333333|0|2.7083333333333335|0
0|2020-02-10|0.0|0|0.004583333333333333|0|103.75|0|3.1458333333333335|0
0|2020-02-11|0.011250000000000001|0|0.007604166666666666|0|215.39583333333334|0|10.581944444444444|0
0|2020-02-12|0.0014583333333333334|0|0.0|0|52.01388888888889|0|3.4375|0
0|2020-02-13|0.0|0|0.01119047619047619|0|246.45833333333334|0|11.71031746031746|0
0|2020-02-14|0.014166666666666668|0|0.0|0|113.75|0|5.833333333333333|0
0|2020-02-15|0.0|0|0.0|0|32.916666666666664|0|3.9583333333333335|0
0|2020-02-16|0.0|0|0.0004166666666666667|0|75.55555555555556|0|2.0833333333333335|0
0|2020-02-17|0.00010416666666666667|0|0.0|0|10.520833333333334|0|2.0729166666666665|0
0|2020-02-18|0.0|0|0.007569444444444444|0|122.15277777777777|0|3.840277777777778|0
0|2020-02-19|0.004583333333333333|0|0.0033333333333333335|0|66.38888888888889|0|4.447916666666667|0
0|2020-02-20|0.0|0|0.014409722222222225|0|22.805555555555554|0|5.045833333333333|0
0|2020-02-21|0.017916666666666668|0|0.0|0|18.333333333333332|0|5.875|0
0|2020-02-22|0.0|0|0.0|0|112.08333333333333|0|3.4583333333333335|0
0|2020-02-23|0.0|0|0.0|0|185.41666666666666|0|5.583333333333333|0
0|2020-02-24|0.0|0|0.012777777777777777|0|145.83333333333334|0|3.684027777777778|0
0|2020-02-25|0.009166666666666667|0|0.009409722222222224|0|131.7390873015873|0|3.716865079365079|0
0|2020-02-26|0.0004166666666666667|0|0.0|0|165.625|0|7.548611111111111|0
0|2020-02-27|0.0|0|0.0|0|273.75|0|8.333333333333334|0
0|2020-02-28|0.0|0|0.0|0|198.33333333333334|0|7.541666666666667|0
0|2020-02-29|0.0|0|0.0|0|229.16666666666666|0|7.583333333333333|0
0|2020-03-01|0.0|0|0.0|0|110.41666666666667|0|3.75|0
0|2020-03-02|0.0|0|0.0|0|203.88888888888889|0|8.131944444444445|0
0|2020-03-03|0.0004166666666666667|0|0.020284722222222225|0|209.30555555555554|0|7.931250000000001|0
0|2020-03-04|0.034166666666666665|0|0.0|0|118.22916666666667|0|2.960069444444444|0
0|2020-03-05|0.0|0|0.012763888888888889|0|85.13888888888889|0|2.465625|0
0|2020-03-06|0.008125|0|0.0|0|265.79861111111114|0|10.073611111111111|0
0|2020-03-07|0.0|0|0.0|0|130.0|0|6.083333333333333|0
0|2020-03-08|0.0|0|0.0|0|77.08333333333333|0|2.25|0
0|2020-03-09|0.0|0|0.0|0|179.79166666666666|0|5.583333333333333|0
0|2020-03-10|0.0|0|0.00125|0|227.08333333333334|0|8.75|0
0|2020-03-11|0.00125|0|0.0|0|206.80555555555557|0|7.465277777777778|0
0|2020-03-12|0.0|0|0.0|0|133.33333333333334|0|4.358333333333333|0
0|2020-03-13|0.0|0|0.0|0|221.66666666666666|0|7.916666666666667|0
0|2020-03-14|0.0|0|0.0|0|12.083333333333334|0|3.0416666666666665|0
0|2020-03-15|0.00125|0|0.00125|0|48.541666666666664|0|5.270833333333333|0
0|2020-03-16|0.0|0|0.0|0|39.93055555555556|0|3.125|0
0|2020-03-17|0.003958333333333334|0|0.006666666666666667|0|114.72222222222221|0|2.7638888888888893|0
0|2020-03-18|0.0|0|0.0|0|43.125|0|3.6979166666666665|0
0|2020-03-19|0.0005555555555555556|0|0.0016666666666666668|0|192.15277777777774|0|6.770833333333333|0
0|2020-03-20|0.0|0|0.0|0|214.16666666666666|0|10.333333333333334|0
0|2020-03-21|0.0004166666666666667|0|0.00125|0|176.25|0|4.3125|0
0|2020-03-22|0.0008333333333333334|0|0.0014583333333333334|0|60.625|0|7.055555555555556|0
0|2020-03-23|0.0027083333333333334|0|0.009136904761904764|0|110.90674603174602|0|3.461706349206349|0
0|2020-03-24|0.002777777777777778|0|0.015541666666666669|0|72.77083333333333|0|3.5729166666666665|0
0|2020-03-25|0.035416666666666666|0|0.0321875|0|92.20833333333333|0|5.311805555555556|0
0|2020-03-26|0.0|0|0.0|0|78.75|0|4.041666666666667|0
0|2020-03-27|0.0|0|0.0|0|212.63194444444443|0|9.095138888888888|0
0|2020-03-28|0.0|0|0.0|0|217.08333333333334|0|10.291666666666666|0
0|2020-03-29|0.0|0|0.0|0|228.33333333333334|0|11.125|0
0|2020-03-30|0.0|0|0.0|0|274.5833333333333|0|5.875|0
0|2020-03-31|0.0|0|0.0010416666666666667|0|35.416666666666664|0|6.708333333333333|0
0|2020-04-01|0.00125|0|0.0|0|250.69444444444446|0|9.621527777777777|0
0|2020-04-02|0.0|0|0.0|0|170.0|0|5.583333333333333|0
0|2020-04-03|0.0|0|0.0|0|126.66666666666667|0|3.6666666666666665|0
0|2020-04-04|0.0|0|0.0|0|45.833333333333336|0|2.7916666666666665|0
0|2020-04-05|0.0|0|0.0|0|131.25|0|4.833333333333333|0
0|2020-04-06|0.0|0|0.0|0|232.08333333333334|0|7.5|0
0|2020-04-07|0.0|0|0.0|0|173.33333333333334|0|5.791666666666667|0
0|2020-04-08|0.0|0|0.0010416666666666667|0|187.29166666666666|0|6.145833333333333|0
0|2020-04-09|0.011250000000000001|0|0.009375|0|269.1666666666667|0|8.895833333333334|0
0|2020-04-10|0.0|0|0.0|0|262.5|0|9.583333333333334|0
0|2020-04-11|0.0|0|0.0|0|71.25|0|3.4583333333333335|0
0|2020-04-12|0.0|0|0.011736111111111109|0|111.52777777777779|0|5.177083333333333|0
0|2020-04-13|0.011562500000000002|0|0.025372023809523813|0|214.76190476190473|0|12.637896825396824|0
0|2020-04-14|0.0|0|0.0|0|105.20833333333333|0|4.895833333333333|0
0|2020-04-15|0.0|0|0.0|0|18.333333333333332|0|5.916666666666667|0
0|2020-04-16|0.0|0|0.0|0|145.83333333333334|0|3.6666666666666665|0
0|2020-04-17|0.0|0|0.0|0|148.33333333333334|0|7.583333333333333|0
0|2020-04-18|0.00375|0|0.00375|0|138.88888888888889|0|8.125|0
0|2020-04-19|0.0|0|0.0|0|82.08333333333333|0|3.2083333333333335|0
0|2020-04-20|0.009166666666666667|0|0.03018353174603175|0|102.06349206349205|0|5.771329365079365|0
0|2020-04-21|0.014583333333333332|0|0.0|0|244.58333333333334|0|8.416666666666666|0
0|2020-04-22|0.0|0|0.0|0|107.08333333333333|0|3.4583333333333335|0
0|2020-04-23|0.007083333333333334|0|0.015486111111111112|0|120.34722222222223|0|4.881944444444445|0
0|2020-04-24|0.004583333333333333|0|0.0|0|195.06944444444446|0|7.75|0
