|dates|Ashe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ashe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ashe_NorthCarolina_UnitedStates.Male_Total_Population.data|Ashe_NorthCarolina_UnitedStates.Male_Total_Population.missing|Ashe_NorthCarolina_UnitedStates.Female_Total_Population.data|Ashe_NorthCarolina_UnitedStates.Female_Total_Population.missing|Ashe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Ashe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6967.0|0|13300.0|0|13809.0|0|4783.0|0
