|dates|BearLake_Idaho_UnitedStates.BLS_EmployedPopulation.data|BearLake_Idaho_UnitedStates.BLS_EmployedPopulation.missing|BearLake_Idaho_UnitedStates.BLS_UnemployedPopulation.data|BearLake_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|BearLake_Idaho_UnitedStates.BLS_UnemploymentRate.data|BearLake_Idaho_UnitedStates.BLS_UnemploymentRate.missing|BearLake_Idaho_UnitedStates.BLS_LaborForcePopulation.data|BearLake_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-02|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-03|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-04|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-05|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-06|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-07|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-08|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-09|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-10|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-11|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-12|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-13|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-14|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-15|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-16|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-17|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-18|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-19|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-20|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-21|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-22|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-23|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-24|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-25|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-26|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-27|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-28|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-29|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-30|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-01-31|2798.5|0|117.0|0|4.013033784942548|0|2915.5|0
0|2020-02-01|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-02|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-03|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-04|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-05|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-06|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-07|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-08|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-09|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-10|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-11|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-12|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-13|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-14|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-15|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-16|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-17|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-18|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-19|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-20|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-21|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-22|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-23|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-24|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-25|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
0|2020-02-26|2825.0|0|104.0|0|3.5506998975759645|0|2929.0|0
