|dates|Sweetwater_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sweetwater_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sweetwater_Wyoming_UnitedStates.Male_Total_Population.data|Sweetwater_Wyoming_UnitedStates.Male_Total_Population.missing|Sweetwater_Wyoming_UnitedStates.Female_Total_Population.data|Sweetwater_Wyoming_UnitedStates.Female_Total_Population.missing|Sweetwater_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Sweetwater_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5214.0|0|22152.0|0|20899.0|0|11290.0|0
