|dates|Mahnomen_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mahnomen_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mahnomen_Minnesota_UnitedStates.Male_Total_Population.data|Mahnomen_Minnesota_UnitedStates.Male_Total_Population.missing|Mahnomen_Minnesota_UnitedStates.Female_Total_Population.data|Mahnomen_Minnesota_UnitedStates.Female_Total_Population.missing|Mahnomen_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Mahnomen_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|951.0|0|2781.0|0|2738.0|0|1748.0|0
