|dates|Rice_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rice_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rice_Kansas_UnitedStates.Male_Total_Population.data|Rice_Kansas_UnitedStates.Male_Total_Population.missing|Rice_Kansas_UnitedStates.Female_Total_Population.data|Rice_Kansas_UnitedStates.Female_Total_Population.missing|Rice_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Rice_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1843.0|0|4760.0|0|4771.0|0|2166.0|0
