|dates|Stephenson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stephenson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stephenson_Illinois_UnitedStates.Male_Total_Population.data|Stephenson_Illinois_UnitedStates.Male_Total_Population.missing|Stephenson_Illinois_UnitedStates.Female_Total_Population.data|Stephenson_Illinois_UnitedStates.Female_Total_Population.missing|Stephenson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Stephenson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10172.0|0|21756.0|0|22997.0|0|9559.0|0
