|dates|Tishomingo_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tishomingo_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tishomingo_Mississippi_UnitedStates.Male_Total_Population.data|Tishomingo_Mississippi_UnitedStates.Male_Total_Population.missing|Tishomingo_Mississippi_UnitedStates.Female_Total_Population.data|Tishomingo_Mississippi_UnitedStates.Female_Total_Population.missing|Tishomingo_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Tishomingo_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3969.0|0|9452.0|0|10002.0|0|4178.0|0
