|dates|Jones_Texas_UnitedStates.AveragePrecipitationTotal.data|Jones_Texas_UnitedStates.AveragePrecipitationTotal.missing|Jones_Texas_UnitedStates.AveragePrecipitation.data|Jones_Texas_UnitedStates.AveragePrecipitation.missing|Jones_Texas_UnitedStates.AverageWindDirection.data|Jones_Texas_UnitedStates.AverageWindDirection.missing|Jones_Texas_UnitedStates.AverageWindSpeed.data|Jones_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|130.625|0|3.375|0
