|dates|Autauga_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Autauga_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Autauga_Alabama_UnitedStates.Male_Total_Population.data|Autauga_Alabama_UnitedStates.Male_Total_Population.missing|Autauga_Alabama_UnitedStates.Female_Total_Population.data|Autauga_Alabama_UnitedStates.Female_Total_Population.missing|Autauga_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Autauga_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8653.0|0|26995.0|0|28606.0|0|13163.0|0
