|dates|McLean_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McLean_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McLean_Illinois_UnitedStates.Male_Total_Population.data|McLean_Illinois_UnitedStates.Male_Total_Population.missing|McLean_Illinois_UnitedStates.Female_Total_Population.data|McLean_Illinois_UnitedStates.Female_Total_Population.missing|McLean_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|McLean_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22860.0|0|83968.0|0|88860.0|0|37136.0|0
