|dates|Harper_Kansas_UnitedStates.BLS_EmployedPopulation.data|Harper_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Harper_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Harper_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Harper_Kansas_UnitedStates.BLS_UnemploymentRate.data|Harper_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Harper_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Harper_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-02|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-03|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-04|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-05|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-06|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-07|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-08|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-09|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-10|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-11|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-12|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-13|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-14|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-15|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-16|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-17|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-18|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-19|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-20|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-21|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-22|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-23|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-24|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-25|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-26|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-27|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-28|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-29|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-30|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-01-31|2804.5|0|80.0|0|2.7734442711041773|0|2884.5|0
0|2020-02-01|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-02|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-03|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-04|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-05|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-06|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-07|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-08|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-09|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-10|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-11|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-12|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-13|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-14|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-15|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-16|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-17|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-18|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-19|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-20|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-21|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-22|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-23|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-24|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-25|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-26|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-27|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-28|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-02-29|2813.5|0|75.0|0|2.5965033754543883|0|2888.5|0
0|2020-03-01|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-02|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-03|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-04|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-05|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-06|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-07|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-08|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-09|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-10|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-11|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-12|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-13|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-14|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-15|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-16|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-17|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-18|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-19|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-20|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-21|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-22|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-23|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-24|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-25|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-26|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-27|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-28|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-29|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-30|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-03-31|2809.0|0|79.5|0|2.7522935779816513|0|2888.5|0
0|2020-04-01|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-02|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-03|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-04|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-05|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-06|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-07|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-08|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-09|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-10|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-11|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-12|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-13|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-14|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-15|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-16|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-17|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-18|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-19|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-20|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-21|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-22|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-23|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-24|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-25|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-26|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-27|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-28|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-29|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-04-30|2576.5|0|174.0|0|6.326122523177604|0|2750.5|0
0|2020-05-01|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-02|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-03|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-04|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-05|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-06|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-07|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-08|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-09|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-10|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-11|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-12|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-13|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-14|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-15|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-16|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-17|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-18|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-19|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-20|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-21|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-22|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-23|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-24|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-25|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-26|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-27|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-28|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-29|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-30|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-05-31|2611.0|0|160.0|0|5.77408877661494|0|2771.0|0
0|2020-06-01|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-02|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-03|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-04|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-05|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-06|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-07|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-08|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-09|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-10|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-11|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-12|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-13|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-14|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-15|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-16|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-17|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-18|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-19|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-20|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-21|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
0|2020-06-22|2677.0|0|138.0|0|4.902309058614565|0|2815.0|0
