|dates|Richland_Ohio_UnitedStates.JHU_ConfirmedCases.data|Richland_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Richland_Ohio_UnitedStates.NYT_ConfirmedCases.data|Richland_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Richland_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|13557.0|0|0.0|100|219.0|0|0.0|100
