|dates|Braxton_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Braxton_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Braxton_WestVirginia_UnitedStates.Male_Total_Population.data|Braxton_WestVirginia_UnitedStates.Male_Total_Population.missing|Braxton_WestVirginia_UnitedStates.Female_Total_Population.data|Braxton_WestVirginia_UnitedStates.Female_Total_Population.missing|Braxton_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Braxton_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3230.0|0|7122.0|0|6967.0|0|2736.0|0
