|dates|Forsyth_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Forsyth_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Forsyth_Georgia_UnitedStates.Male_Total_Population.data|Forsyth_Georgia_UnitedStates.Male_Total_Population.missing|Forsyth_Georgia_UnitedStates.Female_Total_Population.data|Forsyth_Georgia_UnitedStates.Female_Total_Population.missing|Forsyth_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Forsyth_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28421.0|0|117339.0|0|119273.0|0|64808.0|0
